# CoordinateSystem: GEOGCS["WGS 84",DATUM["World Geodetic System 1984",SPHEROID["WGS 84",6378137,298.257223563,AUTHORITY["EPSG","7030"]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY["EPSG","6326"]],PRIMEM["Greenwich",0,AUTHORITY["EPSG","8901"]],UNIT["degree",0.01745329251994328,AUTHORITY["EPSG","9102"]],AUTHORITY["EPSG","4326"]]
#Label,X/Longitude,Y/Latitude,Z/Altitude,Error_(m),X_error,Y_error,Z_error,X_est,Y_est,Z_est
8-5-2-1,,,,,,,,-88.049380,41.814072,205.606739
8-5-2-2,,,,,,,,-88.049373,41.814082,206.640476
8-5-3,,,,,,,,-88.049373,41.814068,206.033239
8-5-3-1,,,,,,,,-88.049373,41.814070,206.585884
8-6,,,,,,,,-88.049394,41.814059,203.093749
8-6-1,,,,,,,,-88.049386,41.814053,203.768621
8-6-1-1,,,,,,,,-88.049377,41.814048,204.028204
8-6.5,,,,,,,,-88.049387,41.814053,204.023637
8-6-2,,,,,,,,-88.049374,41.814046,205.164436
8-6-3,,,,,,,,-88.049370,41.814043,205.268944
8-6-4,,,,,,,,-88.049366,41.814041,206.155864
8-6.5,,,,,,,,-88.049378,41.814059,203.923644
8-6.55,,,,,,,,-88.049379,41.814057,203.935110
8-7,,,,,,,,-88.049374,41.814057,204.217720
8-7-2,,,,,,,,-88.049371,41.814058,205.172832
8-7-3,,,,,,,,-88.049369,41.814058,205.122341
8-7.5,,,,,,,,-88.049370,41.814058,204.285144
8-10,,,,,,,,-88.049354,41.814056,204.545748
8-8.5,,,,,,,,-88.049359,41.814056,204.438286
8-11,,,,,,,,-88.049350,41.814059,204.812467
8-12,,,,,,,,-88.049343,41.814060,205.272950
8-5-2-.1,,,,,,,,-88.049382,41.814070,205.228397
8-5-.1,,,,,,,,-88.049400,41.814061,202.591873
8-1-3,,,,,,,,-88.049430,41.814047,197.956568
