# CoordinateSystem: GEOGCS["WGS 84",DATUM["World Geodetic System 1984",SPHEROID["WGS 84",6378137,298.257223563,AUTHORITY["EPSG","7030"]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY["EPSG","6326"]],PRIMEM["Greenwich",0,AUTHORITY["EPSG","8901"]],UNIT["degree",0.01745329251994328,AUTHORITY["EPSG","9102"]],AUTHORITY["EPSG","4326"]]
#Label,X/Longitude,Y/Latitude,Z/Altitude,Error_(m),X_error,Y_error,Z_error,X_est,Y_est,Z_est
6-4-11,,,,,,,,-88.083795,41.821327,207.121978
6-4-11-1,,,,,,,,-88.083795,41.821327,207.251469
6-4-12,,,,,,,,-88.083794,41.821327,207.154333
6-4-13,,,,,,,,-88.083791,41.821330,207.350928
6-4-14,,,,,,,,-88.083791,41.821331,207.365123
6-4-14-1,,,,,,,,-88.083789,41.821334,207.487383
6-4-14-1-1,,,,,,,,-88.083789,41.821335,207.499806
6-4-14-1-1-1,,,,,,,,-88.083789,41.821335,207.522609
6-4-15,,,,,,,,-88.083792,41.821334,207.699768
6-4-15-1,,,,,,,,-88.083791,41.821337,207.731308
6-4-16,,,,,,,,-88.083791,41.821335,207.962402
6-5,,,,,,,,-88.083799,41.821306,206.413735
6-5-1,,,,,,,,-88.083798,41.821306,206.416735
6-5-2,,,,,,,,-88.083795,41.821305,206.727581
6-5.1,,,,,,,,-88.083798,41.821309,206.752211
6-5.2,,,,,,,,-88.083795,41.821310,207.005627
6-6,,,,,,,,-88.083795,41.821309,207.127437
6-8,,,,,,,,-88.083791,41.821311,207.548323
6-9,,,,,,,,-88.083791,41.821312,207.587574
6-10,,,,,,,,-88.083789,41.821314,208.016395
6-11,,,,,,,,-88.083788,41.821314,208.003716
6-9.1,,,,,,,,-88.083790,41.821313,207.931205
6-11-1,,,,,,,,-88.083778,41.821317,208.471680
6-11-1-1,,,,,,,,-88.083775,41.821317,208.553174
6-11-1-2,,,,,,,,-88.083774,41.821318,208.707740
6-11-1-3,,,,,,,,-88.083774,41.821317,208.750533
6-11-2,,,,,,,,-88.083776,41.821319,208.468016
6-11-3,,,,,,,,-88.083777,41.821319,208.545186
6-11-4,,,,,,,,-88.083776,41.821320,208.592701
6-11-5,,,,,,,,-88.083776,41.821319,208.678378
6-8-1,,,,,,,,-88.083783,41.821312,207.734932
